Source	Left	Key1	Right	Year	Decade	Lemma
RHZ05	den Unterhaltungsreigen. Ihr Sketch	ist programmiert	auf Heiterkeit, aber auch	2005	2005	programmiert
P05	Autolenker an den Brennpunkten	sind vorprogrammiert.	"Es wird sich abspielen"	2005	2005	vorprogrammiert
NZZ05	wer wie viel wofür zu bezahlen hat,	sind programmiert.	Die Vorlage basiert auf dem	2005	2005	programmiert
P05	gelten. Konflikte mit dem Datenschutz	sind programmiert.	VON RAINER KNYRIM UND	2005	2005	programmiert
T05	hinaus, eine soziale Abwärtsbewegung	ist vorprogrammiert",	so GEW-Vorsitzender	2005	2005	vorprogrammiert
NUN05	Der Konflikt	ist programmiert,	als Nathalies Familie aus der	2005	2005	programmiert
NUZ05	Der Konflikt	ist programmiert,	als Nathalies Familie aus der	2005	2005	programmiert
NZZ05	nimmt. Die entsprechenden Anweisungen	sind programmiert.	Nach einem Jahr befreien die	2005	2005	programmiert
T05	von Säugetieren zu ausgewogener Ernährung	ist programmiert.	Ein entwicklungsgeschichtlich	2005	2005	programmiert
M05	fällt immer öfter, doch Überraschungen	sind programmiert	Von dpa-Korrespondent Peer	2005	2005	programmiert
U05	möglich ist - der Konflikt	ist programmiert.In	der Regel sind die	2005	2005	programmiert
FOC05	werden", kündigte Trittin an.  Streit	ist programmiert.	Die Länder wollen dagegen	2005	2005	programmiert
RHZ05	erst am 29. April erwartet wird,	ist programmiert.	Der Präsident der	2005	2005	programmiert
RHZ05	der Vereinigten Staaten. Verwirrungen	sind programmiert,	eine große Liebesgeschichte	2005	2005	programmiert
NKU05	des Kreises, des Landes. Der Kollaps	ist vorprogrammiert,	wenn sich nichts ändert",	2005	2005	vorprogrammiert
PSL	Weise zusammen und Unfälle	sind vorprogrammiert.	Liebe Kolleginnen und	2005	2005	vorprogrammiert
PMV	die den gymnasialen Bildungsgang wählen,	sind vorprogrammiert.	Ich weiß nicht, warum Sie	2005	2005	vorprogrammiert
RHZ05	Betroffenen, Angehörigen und Fachleuten	ist vorprogrammiert.	Für den ersten Abend,	2005	2005	vorprogrammiert
T05	zwangsumzüge Der Ärger	ist vorprogrammiert	Nehmen wir an, Sie sind	2005	2005	vorprogrammiert
RHZ05	noch einspurig, Stauungen auf der B 9	sind programmiert.	Auf einer Strecke von 150	2005	2005	programmiert
P05	rote, drei schwarze Sitze. Spannungen	sind vorprogrammiert.	Noch dazu weiß die ÖVP	2005	2005	vorprogrammiert
M05	Mai animieren. Stimmung und gute Laune	sind vorprogrammiert.	Bei beiden Veranstaltungen	2005	2005	vorprogrammiert
HMP05	Ansturm in der Lounge für Lebensfreude	ist programmiert.	Chillen und lauschen bei	2005	2005	programmiert
M05	in der Region zu werden. "Party pur"	ist vorprogrammiert.	Traub hat sich die	2005	2005	vorprogrammiert
RHZ05	kennt keine Gnade, Überraschungen	sind programmiert.	Wer Abgeordneter werden	2005	2005	programmiert
Z05	Bedürfnis nach Kontrolle. Neue Konflikte	sind programmiert.	Zumal Blair um seine	2005	2005	programmiert
NUN05	Flucht zu Eltern oder zu Freunden	ist programmiert,	während umgekehrt reichlich	2005	2005	programmiert
NUN05	unter den ungleichen Schlossbesuchern	ist programmiert.	Dass das Haus selbst auch	2005	2005	programmiert
FLT05	des Landes. Ein Orchesterstreit in Graz	ist vorprogrammiert,	wie Johannes Frankfurter	2005	2005	vorprogrammiert
RHZ05	Der Ausnahmezustand	ist programmiert	Heute öffnet das neue	2005	2005	programmiert
M05	Rom eine Provokation sein: Der Konflikt	ist programmiert.	Hier nicht zu jubeln, hat also	2005	2005	programmiert
M05	Der Konflikt	ist programmiert	"Wo bleibt die Freude über den	2005	2005	programmiert
PBB	Frau Funck, im Bereich der Langen Brücke	ist vorprogrammiert.	Das wollen Sie nun auch	2005	2005	vorprogrammiert
RHZ05	gefallen. Die Verlängerung der Saison	ist programmiert,	weil bei Punktgleichheit das	2005	2005	programmiert
T05	der Schule verbietet. Der nächste Streit	ist vorprogrammiert.	Die CDU denkt ans	2005	2005	vorprogrammiert
HMP05	mit unionsgeführten Länderregierungen	ist programmiert.	(stu)	2005	2005	programmiert
T05	Juni ein Strafverfahren einleiten. Streit	ist programmiert,	denn Italiens Premierminister	2005	2005	programmiert
U05	Defizit-Strafverfahren einleiten. Streit	ist programmiert,	denn Italiens Premierminister	2005	2005	programmiert
P05	der Crash des potemkinschen Dorfes dort	ist programmiert:	die Aktien sind überbewertet,	2005	2005	programmiert
NEW05	für einen Seitensprung.  Seitensprung	ist vorprogrammiert.	Sexualwissenschaftler Karl	2005	2005	vorprogrammiert
NUN05	ist.« Und weitere Langsamfahrstellen	sind programmiert,	ist sich Mayer sicher. Denn	2005	2005	programmiert
SOZ05	klar. Enttäuschungen und Tränen	sind vorprogrammiert.	Sport eben. «Desperate	2005	2005	vorprogrammiert
SBL05	und leichtgängig.  Sportliches Fahren	ist programmiert	Nicht minder revolutionär ist	2005	2005	programmiert
NUN05	hoffentlich friedliche Revolution	ist vorprogrammiert.	Neue, integre Politiker	2005	2005	vorprogrammiert
PBB	Sicherungsziel zu erreichen. Altersarmut	ist vorprogrammiert.	Da ununterbrochene	2005	2005	vorprogrammiert
NUZ05	aufeinander, Kommunikationsprobleme	sind vorprogrammiert	und man steigt sich nicht	2005	2005	vorprogrammiert
T05	und weiter verarmen. "Soziale Konflikte	sind programmiert."	Der Leiter der lutherischen	2005	2005	programmiert
RHZ05	Maus heimlich die Karotten. Der Streit	ist programmiert.	Einer der Hasen flüchtet zum	2005	2005	programmiert
M05	Die kommenden Wochen und Monate	sind programmiert:	In der fusionierten Bank	2005	2005	programmiert
U05	nicht akzeptabel. Krach in der Koalition	ist programmiert.	Insellösungen "Eine	2005	2005	programmiert
T05	mit dem ankündigten Ranking: "Das Chaos	ist vorprogrammiert."	Seine Schule zum Beispiel	2005	2005	vorprogrammiert
T05	und Ghettos für MigrantInnen. "Chaos	ist vorprogrammiert"	VON NATALIE WIESMANN	2005	2005	vorprogrammiert
NKU05	genutzt werden. Interessenskonflikte	sind programmiert	und sollten mit dieser	2005	2005	programmiert
SOZ05	Kontroverse Parlamentsdebatten	sind programmiert.		2005	2005	programmiert
U05	Luca eine Beziehung ein. Die Probleme	sind programmiert.	Eine schöne Komödie über die	2005	2005	programmiert
Z05	sagt Gröticke. Missverständnisse	sind programmiert.	Selbst vollständige	2005	2005	programmiert
RHZ05	vor dem Aus. "Ein Scheitern	ist programmiert",	hieß es übereinstimmend aus	2005	2005	programmiert
PRF05	vor der Welthandelsorganisation WTO	ist programmiert.		2005	2005	programmiert
RHZ05	ist nicht einfach, Rückschläge	sind programmiert.	Der Finanzgipfel war	2005	2005	programmiert
HMP05	für Kirschstein. Der Zoff im Kasten, er	ist programmiert.	"Wir wissen, was wir an Piecke	2005	2005	programmiert
HMP05	Tochter mit Unverständnis, Konflikte	sind vorprogrammiert.	Die Schauspieler: Die	2005	2005	vorprogrammiert
PNI	Unterschiede, und der nächste Streit	ist vorprogrammiert.	Das muss gar kein Streit	2005	2005	vorprogrammiert
RHZ05	Nahe-Hunsrück aus. 842 Starts	sind programmiert,	denn exakt so viele	2005	2005	programmiert
T05	Regierungserfahrung fehlt, Konflikte	sind programmiert	VON ANDREAS WYPUTTA Einen Tag	2005	2005	programmiert
RHZ05	in den freien Verkauf. Der Ärger	ist programmiert.	Ein Wechsel nach	2005	2005	programmiert
SOZ05	in der Betreuung von Asylsuchenden	sind vorprogrammiert.	Ein strengeres Asylgesetz	2005	2005	vorprogrammiert
RHZ05	"Schäden	sind programmiert"	Die vielen Straßenschäden in	2005	2005	programmiert
U05	beenden will. Der Konflikt	ist programmiert,	auf den bisherigen	2005	2005	programmiert
HMP05	die Liste abstimmen. Streit	ist programmiert.	Das Gerangel um die ersten	2005	2005	programmiert
RHZ05	der Bundeswehr. Beste Unterhaltung	ist programmiert.	Ob Pop, Rock, Egerländermusik,	2005	2005	programmiert
WWO05	Glasfaser Kupfer. Der nächste Crash	ist programmiert.	Für den Präsidenten der	2005	2005	programmiert
P05	Bundesländer. Folge: "Neue Staurekorde	sind vorprogrammiert",	sagt Günther Schweizer,	2005	2005	vorprogrammiert
RHZ05	eingeladen hat. Doch der Streit	ist programmiert:	So will beispielsweise	2005	2005	programmiert
RHZ05	kaum mehr einsehbar. "Unfälle und Staus	sind vorprogrammiert",	stellt jetzt Heinz	2005	2005	vorprogrammiert
SOZ05	geschickt werden - und Diskussionen	sind vorprogrammiert.	Zu wenig umfangreich?	2005	2005	vorprogrammiert
NUN05	und dem Holzbetrieb	sind programmiert.	NÜRNBERG - Durch die	2005	2005	programmiert
NZZ05	Proteste anderer Cup-Herausforderer	sind programmiert.		2005	2005	programmiert
PST	fortgeführt und die nächsten Skandale	sind vorprogrammiert.	Wir sind dafür, dass das	2005	2005	vorprogrammiert
U05	bedeuten. Konflikte mit Professoren	sind programmiert,	die auf Klausurentermine	2005	2005	programmiert
U05	auf scharfe Personenkontrollen - Staus	sind programmiert	Von Monika Maier-Albang Den	2005	2005	programmiert
NUN05	mit scharfer Kritik. Weiterer Ärger	ist vorprogrammiert.	Gestern brach der Referent	2005	2005	vorprogrammiert
NZS05	Favre sehr nahe, Interessenkonflikte	sind programmiert.	Nein. Warum? Für Favre ist	2005	2005	programmiert
RHZ05	Wespen, Bienen und Hummeln. Der Ärger	ist vorprogrammiert	- einige Gäste schlagen	2005	2005	vorprogrammiert
U05	ROVER Das Scheitern	ist programmiert	In der Öffentlichkeit wählen	2005	2005	programmiert
U05	zu klein und unerfahren. Das Scheitern	ist programmiert.	Vielleicht will Nanjing aber	2005	2005	programmiert
RHZ05	bei der bevorstehenden Ernte	sind programmiert.	Während der Gewittersturm im	2005	2005	programmiert
RHZ05	Die Enttäuschung oder auch Ärger	sind vorprogrammiert.	Besonders schlimm wird es,	2005	2005	vorprogrammiert
HMP05	Verein sehr umstritten - erneuter Ärger	ist programmiert.	- PLUS: Die individuelle	2005	2005	programmiert
NUN05	mit Süßigkeiten oder Lakritzkonfekt	ist programmiert.	Verbot im nächsten Jahr Der	2005	2005	programmiert
SOZ05	kürzester Zeit im Netz. Aber Pannen	sind vorprogrammiert.	Da gibt es in der Schweiz	2005	2005	vorprogrammiert
U05	sich im Urlaub befinden. Protest	ist programmiert.	Die Neuerung ist die	2005	2005	programmiert
RHZ05	mit nicht organisierten Künstlern	sind programmiert,	außerdem Streitigkeiten	2005	2005	programmiert
P05	werden dorthin verfrachtet, Enttäuschung	ist vorprogrammiert.	In diesem Zusammenhang ist	2005	2005	vorprogrammiert
SOZ05	an die Adresse Annans	sind programmiert	- zumal im US-Kongress schon	2005	2005	programmiert
NUN05	575 Euro. »Weitere Preissteigerungen	sind programmiert,	da die Versorger den	2005	2005	programmiert
SOZ05	und deren Wirtschaftsvertretern	sind programmiert.	Der Verband der	2005	2005	programmiert
T05	"und die Konflikte in unserer Stadt	sind vorprogrammiert."		2005	2005	vorprogrammiert
NKU05	im Sommer aktiv. Spaß und gute Laune	sind programmiert,	wenn sie am kommenden	2005	2005	programmiert
NKU05	mit voller Wucht dagegen, Verletzungen	sind vorprogrammiert.	Seit 1812 stiegen die	2005	2005	vorprogrammiert
RHZ05	Beweis stellen. Musik und gute Stimmung	sind vorprogrammiert:	Die sieben-köpfige Band	2005	2005	vorprogrammiert
U05	Konsequenz doch unsichtbar. Konfusion	ist vorprogrammiert.	"Great Wars, they never	2005	2005	vorprogrammiert
SOZ05	der neuen Stellung der Regionalspitäler	ist programmiert.	Bei der Behandlung des	2005	2005	programmiert
RHZ05	Spannende Partien in allen Klassen	sind programmiert.		2005	2005	programmiert
M05	einer möglichen Koalition mit der Union	ist programmiert:	Die FDP fordert, den	2005	2005	programmiert
PBE	der Bundesregierung	ist vorprogrammiert.	Wir haben nun mit dem	2005	2005	vorprogrammiert
NKU05	zu bringen. Ein spannendes Spiel	ist vorprogrammiert.	Schiedsrichter: Westphal (	2005	2005	vorprogrammiert
NUZ05	OLPE - Missverständnisse	sind programmiert,	wenn von der »elektronischen	2005	2005	programmiert
SOZ05	durcheinander bringen. Die Konflikte	sind vorprogrammiert,	wenn der überkorrekte	2005	2005	vorprogrammiert
SOZ05	durcheinander bringen. * Die Konflikte	sind vorprogrammiert,	wenn der überkorrekte	2005	2005	vorprogrammiert
HMP05	Der Konflikt	ist programmiert	Merkels unterkühltes Treffen	2005	2005	programmiert
NZZ05	ostdeutscher Prägung. Konflikte	sind vorprogrammiert.	Hat Lafontaine kürzlich	2005	2005	vorprogrammiert
NEW05	offerieren. Seine hohe Auslastung	ist vorprogrammiert,	denn der Blick auf den zu	2005	2005	vorprogrammiert
BRZ05	hat. Gute Stimmung in der Halle	ist vorprogrammiert",	freut sich Kasimir auf	2005	2005	vorprogrammiert
NUZ05	NÜRNBERG - Das Chaos	ist programmiert,	wenn am heutigen Samstag der	2005	2005	programmiert
U05	wieder herauszustreichen. Der Erfolg	ist vorprogrammiert.	Kommende Woche wird	2005	2005	vorprogrammiert
RHZ05	Verwirrungen und sentimentale Konflikte	sind programmiert.	Einfühlsam und zugleich	2005	2005	programmiert
SOZ05	die Quellen durch irgendwelche Firmen	ist vorprogrammiert.	Wenn wir dann in Zukunft	2005	2005	vorprogrammiert
HMP05	Sache ganz sicher sein: Abwechslung	ist programmiert	und ebenso die eigene	2005	2005	programmiert
SOZ05	(Steuerzahler) bezahlt werden müssen,	sind vorprogrammiert.	Das Grosssägewerk wird	2005	2005	vorprogrammiert
NEW05	in den nächsten Wochen	sind programmiert.	Tatsächlich steckt in der	2005	2005	programmiert
SOZ05	den Gemeinden bezahlt werden müssen,	sind vorprogrammiert.	Die Logistik für die	2005	2005	vorprogrammiert
P05	Der Widerstand der Gewerkschaften	ist programmiert.	Arbeitskämpfe stehen bei	2005	2005	programmiert
M05	den vier erwartungsfrohen Inserentinnen	sind vorprogrammiert	und werden noch perfekter	2005	2005	vorprogrammiert
T05	Doch der Streit zwischen PDS und WASG	ist programmiert.	Oder soll es etwa keine	2005	2005	programmiert
RHZ05	"Der Krach im Auto	ist programmiert"	Die RZ fragte Fahrlehrer und	2005	2005	programmiert
SOZ05	Hilfe. Verstrickungen und Verwirrungen	sind vorprogrammiert.	Und so auch das	2005	2005	vorprogrammiert
NKU05	verdreifacht; Konfliktsituationen	sind vorprogrammiert.	Zu diesem Ergebnis kommt	2005	2005	vorprogrammiert
M05	ins "Hotel Karl-Heinz" ein. Das Chaos	ist vorprogrammiert:	Schwiegermama hat den	2005	2005	vorprogrammiert
U05	zu durchlaufen: Zickenterror	ist programmiert.	Die Teenager-Serie, garniert	2005	2005	programmiert
SBL05	Aufgabenstellung - Zielkonflikte	sind programmiert.Die	Zeche zahlen die Bauern.	2005	2005	programmiert
RHZ05	Die Verstecke werden knapp, das Chaos	ist vorprogrammiert,	an dem sich die Zuschauer	2005	2005	vorprogrammiert
NKU05	Ende" ist programmiert "Blutiges Ende"	ist programmiert	Von Elisa Fiedelmann Anklam.	2005	2005	programmiert
NKU05	"Blutiges Ende"	ist programmiert	"Blutiges Ende" ist	2005	2005	programmiert
T05	hoffnungslos überteuert. Der Rückschlag	ist vorprogrammiert."	Drebing hält einen	2005	2005	vorprogrammiert
PNI	Grundlagen fehlen? Der Misserfolg	ist vorprogrammiert	und damit auch der	2005	2005	vorprogrammiert
M05	Wettbewerbsverzerrung in der Kreisliga	ist programmiert.	tet	2005	2005	programmiert
M05	Wettbewerbsverzerrung in der Kreisliga	ist vorprogrammiert.	tet	2005	2005	vorprogrammiert
M05	und Pack bei Karsten nieder. Das Chaos	ist vorprogrammiert:	Da trifft nicht nur	2005	2005	vorprogrammiert
HMP05	wird schwer geschädigt, Arthrose	ist programmiert	- eine Katastrophe. An Sport	2005	2005	programmiert
HMP05	Geschichten ein. Denn Erinnerungen	sind programmiert,	wenn die bunten	2005	2005	programmiert
P05	Ein buntes Bündnis Doch die Probleme	sind vorprogrammiert:	Denn der "Professor aus	2005	2005	vorprogrammiert
M05	der Gladiatoren zujubeln. Die Gänsehaut	ist vorprogrammiert.	In Kürze	2005	2005	vorprogrammiert
SOZ05	Parteiinterne Kontroversen	sind vorprogrammiert	und sogar erwünscht. von	2005	2005	vorprogrammiert
Z05	zu. Die fatale Wendung der Dinge	ist programmiert,	als er in das Haus der Mutter	2005	2005	programmiert
BRZ05	schon klein genug ist. Weitere Unfälle	sind programmiert.	Viele Autofahrer haben ihre	2005	2005	programmiert
NKU05	2. Kreisklasse: Ein Führungswechsel	ist programmiert.	Spitzenreiter Chemie Nbg. II	2005	2005	programmiert
M05	soll die Tante spielen, der Schlamassel	ist vorprogrammiert.	Die Ereignisse überschlagen	2005	2005	vorprogrammiert
M05	Schlamassel	ist vorprogrammiert	BLICK NACH WORMS: "Charleys	2005	2005	vorprogrammiert
RHZ05	Gewicht. Doch eine Kräfteverschiebung	ist programmiert,	weil sich Müntefering als	2005	2005	programmiert
RHZ05	Oase. Der Widerstand der Straßenbehörde	ist vorprogrammiert.	Für sie ist jede	2005	2005	vorprogrammiert
NZZ05	wird damit perpetuiert. Missbräuche	sind programmiert,	worauf auch Angaben der	2005	2005	programmiert
T05	jede Regung des Alten. Der Ärger	ist programmiert.		2005	2005	programmiert
Z05	Herausforderungen. Die Lichtstimmungen	sind programmiert,	ein Fingertipp auf »Taufe«,	2005	2005	programmiert
RHZ05	Land, die Insel aber dem Bund. Ärger	ist programmiert.	(wak)	2005	2005	programmiert
SOZ05	gegen Gian Gilli. Doch sein Abgang	ist programmiert.	Uns war bewusst, dass er sich	2005	2005	programmiert
PRF05	befürchten Mitarbeiter. Widerstand	ist programmiert.	Euphorie offen zu zeigen gilt	2005	2005	programmiert
RHZ05	Tante sogar einen Mord zu. Der Streit	ist vorprogrammiert,	aber keiner wagt den	2005	2005	vorprogrammiert
P05	Heftige interne Richtungsstreitigkeiten	sind programmiert.	Die Wahl der Linksauslegerin	2005	2005	programmiert
BRZ05	Der erste Gang zum Hautarzt	ist programmiert.	Deshalb hat der Markt für	2005	2005	programmiert
BRZ05	RW Rhüden - Lindener SV. Die Spannung	ist vorprogrammiert:	Linden - mit neuem Trainer	2005	2005	vorprogrammiert
NZZ05	eine Weile gut gehen, aber der Kollaps	ist vorprogrammiert.	Denn die entscheidende	2005	2005	vorprogrammiert
P05	H&M nicht liefern kann. Die Enttäuschung	ist programmiert."	McCartney selbst hat	2005	2005	programmiert
PNI	Grundlagen fehlen? Der Misserfolg	ist vorprogrammiert	und damit auch der	2005	2005	vorprogrammiert
SOZ05	Emotionelle Höhenflüge oder Tiefpunkte	sind vorprogrammiert,	wollen sich doch beide	2005	2005	vorprogrammiert
NKU05	vor dem Aufstehen an. Ärger und Frust	sind vorprogrammiert.	Der wohl gemeinte Tipp an	2005	2005	vorprogrammiert
RHZ05	Hand der Großgrundbesitzer. Konflikte	sind vorprogrammiert.	"Im Institut lernt die	2005	2005	vorprogrammiert
U05	auf Kündigungsschutz erwerben können,	ist programmiert,	dass wir ein nicht mehr	2005	2005	programmiert
M05	ist erst der Anfang: Weitere Einschnitte	sind vorprogrammiert.	Von unserem	2005	2005	vorprogrammiert
NUN05	Missverständnisse	sind programmiert,	wenn von der elektronischen	2005	2005	programmiert
RHZ05	das Oberwerth. Staus und Parkplatznöte	sind vorprogrammiert.	Mit einem Antrag zur	2005	2005	vorprogrammiert
NKU05	gesucht. Weitere Turnier-Highlights	sind vorprogrammiert.	Torgelows	2005	2005	vorprogrammiert
M05	Bedürftigen wirklich gibt - das Chaos	ist programmiert.	wys Fernseh-Tipp "Ewig	2005	2005	programmiert
M05	Der erste Hauskrach	ist programmiert	Ulla Schmidt provoziert mit	2005	2005	programmiert
T05	"Der Konflikt mit dem Bundesvorstand	ist vorprogrammiert."	Auf dem Parteitag sollen	2005	2005	vorprogrammiert
